031.4;CESSÃO, COMODATO E EMPRÉSTIMO;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição temporária de material permanente e de consumo.
031.41;MATERIAL PERMANENTE;Incluem-se documentos referentes à cessão, comodato e empréstimo de material permanente. Quanto ao empréstimo e devolução de material permanente disponibilizado aos servidores, classificar no código 039.2.
031.42;MATERIAL DE CONSUMO;Incluem-se documentos referentes à cessão, comodato e empréstimo de material de consumo.
031.5;LOCAÇÃO. ARRENDAMENTO MERCANTIL (LEASING);Incluem-se documentos referentes à aquisição temporária de material permanente por locação e arrendamento mercantil (leasing).
032;MOVIMENTAÇÃO DE MATERIAL;Nas subdivisões deste descritor classificam-se documentos referentes à movimentação de material permanente e de consumo, que envolve as atividades de controle, segurança e proteção do armazenamento, do deslocamento, da distribuição, da previsão de consumo e da reposição de estoque.
032.01;TERMO DE RESPONSABILIDADE. CAUTELA;Incluem-se documentos referentes à responsabilidade na movimentação de material e com o acautelamento no controle logístico, bem como as guias de transferência e os relatórios de movimentação de material.
032.1;CONTROLE DE ESTOQUE;Incluem-se documentos referentes à requisição e distribuição de material e à reposição e controle de estoque, bem como os relatórios de movimentação de almoxarifado. Quanto ao acompanhamento e controle de bens materiais, classificar nas subdivisões do código 036.
032.2;AUTORIZAÇÃO DE ENTRADA E SAÍDA DE MATERIAL;Incluem-se documentos referentes à autorização de entrada e saída de material, bem como aqueles referentes à armazenagem no decorrer do procedimento de desembaraço aduaneiro. Quanto ao empréstimo e devolução de material permanente disponibilizado aos servidores, classificar no código 039.2.
032.3;RECOLHIMENTO DE MATERIAL INSERVÍVEL AO DEPÓSITO;Incluem-se documentos referentes ao recolhimento de material inservível e de sucatas ao depósito do órgão e entidade. Quanto à coleta seletiva solidária e à reciclagem de resíduos descartáveis, classificar no código 017.1. Quanto à alienação definitiva, por desfazimento, de material permanente e de consumo em razão de serem considerados inservíveis e irrecuperáveis, classificar nas subdivisões do código 033.4.
032.4;TOMBAMENTO;Incluem-se documentos referentes ao tombamento de material permanente, pertencentes ao órgão e entidade, quando se tornam peças de exposição.
033;ALIENAÇÃO E BAIXA;Nas subdivisões deste descritor classificam-se documentos referentes à alienação e baixa de material permanente e de consumo.
033.1;VENDA;Nas subdivisões deste descritor classificam-se documentos referentes à alienação definitiva de material permanente e de consumo.
033.11;MATERIAL PERMANENTE;Incluem-se documentos referentes à venda e leilão de material permanente.
033.12;MATERIAL DE CONSUMO;Incluem-se documentos referentes à venda e leilão de material de consumo.
033.2;DOAÇÃO E PERMUTA;Nas subdivisões deste descritor classificam-se documentos referentes à alienação definitiva de material permanente e de consumo.
033.21;MATERIAL PERMANENTE;Incluem-se documentos referentes à doação, permuta e transferência de material permanente.
033.22;MATERIAL DE CONSUMO;Incluem-se documentos referentes à doação, permuta e transferência de material de consumo.
033.3;DAÇÃO. ADJUDICAÇÃO;Nas subdivisões deste descritor classificam-se documentos referentes à alienação definitiva de material permanente e de consumo.
033.31;MATERIAL PERMANENTE;Incluem-se documentos referentes à dação e adjudicação de material permanente, para pagamento de parte ou totalidade de dívida.
033.32;MATERIAL DE CONSUMO;Incluem-se documentos referentes à dação e adjudicação de material de consumo, para pagamento de parte ou totalidade de dívida.
033.4;DESFAZIMENTO;Nas subdivisões deste descritor classificam-se documentos referentes à alienação definitiva de material permanente e de consumo em razão de serem considerados inservíveis e irrecuperáveis, ocorrendo por meio de inutilização, eliminação ou destruição. Quanto ao monitoramento e avaliação dos procedimentos de controle e preservação ambiental externa, classificar no código 017.2. Quanto ao recolhimento de material inservível e de sucatas ao depósito, classificar no código 032.3.
033.41;MATERIAL PERMANENTE;Incluem-se documentos referentes ao desfazimento de material permanente.
033.42;MATERIAL DE CONSUMO;Incluem-se documentos referentes ao desfazimento de material de consumo.
033.5;CESSÃO, COMODATO E EMPRÉSTIMO;Nas subdivisões deste descritor classificam-se documentos referentes à alienação temporária de material permanente e de consumo.
033.51;MATERIAL PERMANENTE;Incluem-se documentos referentes à cessão, comodato e empréstimo de material permanente. Quanto ao empréstimo e devolução de material permanente disponibilizado aos servidores, classificar no código 039.2.
033.52;MATERIAL DE CONSUMO;Incluem-se documentos referentes à cessão, comodato e empréstimo de material de consumo.
033.6;EXTRAVIO, ROUBO, DESAPARECIMENTO, FURTO E AVARIA;Incluem-se documentos referentes aos casos de extravio, roubo, desaparecimento, furto ou avaria de material. Quanto à apuração de responsabilidade disciplinar do servidor, classificar nas subdivisões do código 027. Quanto à ocorrência de sinistros em imóveis do órgão e entidade, classificar no código 046.3.
034;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS;Incluem-se documentos referentes à contratação de empresas terceirizadas para a realização de serviços de instalação, manutenção, conservação e reparo do material permanente e de consumo e dos sistemas de monitoramento e vigilância, de seguro e transporte de material e para confecção de impressos a serem prestados sob o regime de execução indireta, tais como: planejamento da contratação (estudos preliminares, gerenciamento de riscos e termo de referência ou projeto básico), divulgação (publicação de editais), seleção do fornecedor (adjudicação, homologação, formalização e publicação do contrato), indicação e designação do gestor e dos fiscais da execução do contrato para acompanhamento, fiscalização (técnica, administrativa, setorial e pelo público usuário), avaliação e aferição dos resultados previstos na contratação e demais documentos comprobatórios da prestação dos serviços, relatórios, notas fiscais e faturas. Nota: A contratação de prestação de serviços poderá ocorrer nas modalidades de licitação (convite, tomada de preços, concorrência, leilão, concurso e pregão), dispensa de licitação e inexigibilidade de licitação. Quanto à contratação de seguro patrimonial para os bens imóveis, veículos e bens semoventes, classificar no código 045.1. Quanto à instalação e manutenção de equipamentos de combate a incêndio, classificar no código 046.13.
035;EXECUÇÃO DE SERVIÇOS DE INSTALAÇÃO E MANUTENÇÃO;Incluem-se documentos referentes à execução de serviços de instalação e manutenção de material, com meios próprios do órgão e entidade, não sendo necessária a contratação de empresas terceirizadas ou de mão de obra externa.
036;CONTROLE DE MATERIAIS;Nas subdivisões deste descritor classificam-se documentos referentes ao acompanhamento e controle de bens materiais, que subsidiam a elaboração dos inventários. Quanto à requisição e distribuição de material e à reposição e controle de estoque, classificar no código 032.1. Quanto ao inventário de acervos bibliográfico e museológico, classificar no código 062.3.
036.01;COMISSÃO DE INVENTÁRIO;Incluem-se documentos referentes à constituição das comissões de inventário, bem como aqueles referentes à definição dos procedimentos para a realização dos mesmos.
036.1;INVENTÁRIO DE MATERIAL PERMANENTE;Incluem-se documentos referentes à elaboração do inventário do material permanente do órgão e entidade.
036.2;INVENTÁRIO DE MATERIAL DE CONSUMO;Incluem-se documentos referentes à elaboração do inventário do material de consumo do órgão e entidade.
039;OUTRAS AÇÕES REFERENTES À GESTÃO DE MATERIAIS;Nas subdivisões deste descritor classificam-se documentos referentes a outras ações de gestão de bens materiais não contempladas nos descritores anteriores.
039.1;RACIONALIZAÇÃO DO USO DE MATERIAL;Nas subdivisões deste descritor classificam-se documentos referentes à criação, designação, gestão, divulgação e resultados da atuação de grupos de trabalho e de comissões de racionalização do uso de material.
039.11;CRIAÇÃO E ATUAÇÃO DE GRUPOS DE TRABALHO;Incluem-se documentos referentes à criação de grupos de trabalho e comissões de racionalização do uso de material, aos registros das deliberações e às tomadas de decisão definidas nas reuniões, tais como: ato de instituição, regras para atuação, designação e substituição de membros, resoluções, atas e relatórios.
039.12;OPERACIONALIZAÇÃO DE REUNIÕES;Incluem-se documentos referentes à organização das reuniões dos grupos de trabalhos e das comissões de racionalização do uso de material, bem como aqueles referentes ao agendamento, convocação, pauta e lista de participantes.
039.2;EMPRÉSTIMO E DEVOLUÇÃO DE MATERIAL PERMANENTE;Incluem-se documentos referentes ao empréstimo e devolução de material permanente, normalmente, disponibilizados aos servidores, para uso em atividades internas e externas do órgão e entidade, como computadores portáteis, filmadoras, câmeras fotográficas e telefones celulares funcionais. Quanto à autorização de entrada e saída de material do órgão e entidade, classificar no código 032.2. Quanto ao empréstimo de material permanente para outro órgão e entidade, classificar no código 033.51.
040;GESTÃO DE BENS PATRIMONIAIS E DE SERVIÇOS;Esta subclasse contempla documentos referentes à aquisição, alienação e inventário de bens imóveis (terrenos, edifícios, residências e salas), de veículos motorizados (terrestres, fluviais, marítimos e aéreos) e não motorizados (propulsão humana e tração animal) e de bens semoventes (animais utilizados para patrulhamento, investigação e transporte), bem como aqueles referentes à contratação de prestação de serviços para o fornecimento de serviços públicos essenciais, para a manutenção e reparo das instalações e execução de obras e ao controle, proteção, guarda e segurança patrimonial.
040.01;NORMATIZAÇÃO. REGULAMENTAÇÃO;Incluem-se documentos referentes às determinações legais, aos atos e instruções normativas, aos procedimentos operacionais e às decisões de caráter geral sobre a gestão de bens patrimoniais.
041;AQUISIÇÃO E INCORPORAÇÃO;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição e incorporação de bens imóveis, de veículos e de bens semoventes.
041.1;COMPRA;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição definitiva de bens imóveis, de veículos e de bens semoventes. Nota: A compra poderá ocorrer nas modalidades de licitação (convite, tomada de preços, concorrência, leilão, concurso e pregão), dispensa de licitação e inexigibilidade de licitação.
041.11;BENS IMÓVEIS;Incluem-se documentos referentes à compra e leilão de imóveis. Quanto à alienação definitiva e fiduciária de bens imóveis por venda, classificar no código 042.11.
041.12;VEÍCULOS;Incluem-se documentos referentes à compra e importação de veículos. Quanto à alienação definitiva e fiduciária de veículos por venda, classificar no código 042.12.
041.13;BENS SEMOVENTES;Incluem-se documentos referentes à compra e importação de animais. Quanto à compra e importação de animais utilizados como cobaias, classificar no código 031.12.
041.2;DOAÇÃO E PERMUTA;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição definitiva de bens imóveis, de veículos e de bens semoventes.
041.21;BENS IMÓVEIS;Incluem-se documentos referentes a doação, permuta e transferência de imóveis.
041.22;VEÍCULOS;Incluem-se documentos referentes a doação, permuta e transferência de veículos.
041.23;BENS SEMOVENTES;Incluem-se documentos referentes a doação, permuta e transferência de animais.
041.3;DAÇÃO. ADJUDICAÇÃO;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição definitiva de bens imóveis e de veículos.
041.31;BENS IMÓVEIS;Incluem-se documentos referentes à dação e adjudicação de imóveis, para recebimento de parte ou totalidade de dívida.
041.32;VEÍCULOS;Incluem-se documentos referentes à dação e adjudicação de veículos, para recebimento de parte ou totalidade de dívida.
041.4;PROCRIAÇÃO;Incluem-se documentos referentes à aquisição definitiva de bens semoventes por procriação (animais nascidos no local de criação).
041.5;CESSÃO E COMODATO;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição temporária de bens imóveis, de veículos e de bens semoventes.
041.51;BENS IMÓVEIS;Incluem-se documentos referentes à cessão e comodato de imóveis. Quanto ao uso de dependências do órgão e entidade, por servidores, classificar no código 043.7.
041.52;VEÍCULOS;Incluem-se documentos referentes à cessão e comodato de veículos.
041.53;BENS SEMOVENTES;Incluem-se documentos referentes à cessão e comodato de animais.
041.6;LOCAÇÃO. ARRENDAMENTO MERCANTIL (LEASING). SUBLOCAÇÃO;Nas subdivisões deste descritor classificam-se documentos referentes à aquisição temporária de bens imóveis e de veículos.
041.61;BENS IMÓVEIS;Incluem-se documentos referentes à locação, arrendamento mercantil (leasing) e sublocação de imóveis. Quanto ao uso de dependências do órgão e entidade, por servidores, classificar no código 043.7. Quanto à locação temporária de salas e auditórios para realização de eventos, classificar no código 918.
041.62;VEÍCULOS;Incluem-se documentos referentes à locação, arrendamento mercantil (leasing) e sublocação de veículos.
042;ALIENAÇÃO;Nas subdivisões deste descritor classificam-se documentos referentes à alienação de bens imóveis, de veículos e de bens semoventes.
042.1;VENDA;Nas subdivisões deste descritor classificam-se documentos referentes à alienação definitiva de bens imóveis, de veículos e de bens semoventes.
042.11;BENS IMÓVEIS;Incluem-se documentos referentes à venda e leilão de imóveis. Quanto à alienação fiduciária como garantia de propriedade de bens imóveis, classificar no código 041.11.
042.12;VEÍCULOS;Incluem-se documentos referentes à venda e leilão de veículos. Quanto à alienação fiduciária como garantia de propriedade de veículos, classificar no código 041.12.
042.13;BENS SEMOVENTES;Incluem-se documentos referentes à venda e leilão de animais.
042.2;DOAÇÃO E PERMUTA;Nas subdivisões deste descritor classificam-se documentos referentes à alienação definitiva de bens imóveis, de veículos e de bens semoventes.
042.21;BENS IMÓVEIS;Incluem-se documentos referentes à doação e permuta de imóveis.
042.22;VEÍCULOS;Incluem-se documentos referentes à doação e permuta de veículos.
042.23;BENS SEMOVENTES;Incluem-se documentos referentes à doação e permuta de animais.
042.3;DAÇÃO. ADJUDICAÇÃO;Nas subdivisões deste descritor classificam-se documentos referentes à alienação definitiva de bens imóveis e de veículos.
042.31;BENS IMÓVEIS;Incluem-se documentos referentes à dação e adjudicação de bens imóveis, para pagamento de parte ou totalidade de dívida.
042.32;VEÍCULOS;Incluem-se documentos referentes à dação e adjudicação de veículos, para pagamento de parte ou totalidade de dívida.
042.4;DESAPROPRIAÇÃO E DESMEMBRAMENTO;Incluem-se documentos referentes à alienação definitiva de bens imóveis por desapropriação e por desmembramento.
042.5;CESSÃO E COMODATO;Nas subdivisões deste descritor classificam-se documentos referentes à alienação temporária de bens imóveis, de veículos e de bens semoventes.
042.51;BENS IMÓVEIS;Incluem-se documentos referentes à cessão e comodato de imóveis.
042.52;VEÍCULOS;Incluem-se documentos referentes à cessão e comodato de veículos.
042.53;BENS SEMOVENTES;Incluem-se documentos referentes à cessão e comodato de animais.
042.6;LOCAÇÃO. ARRENDAMENTO. SUBLOCAÇÃO;Incluem-se documentos referentes à alienação temporária de bens imóveis por locação, por arrendamento e por sublocação, bem como os termos de permissão remunerada de uso.
042.7;BAIXA. DESFAZIMENTO;Nas subdivisões deste descritor classificam-se documentos referentes à baixa e desfazimento de veículos e de bens semoventes.
042.71;VEÍCULOS;Incluem-se documentos referentes à baixa e desfazimento de veículos, quando o mesmo é retirado de circulação, por ser irrecuperável e inservível, definitivamente desmontado, sinistrado com laudo de perda total, vendido ou leiloado como sucata.
042.72;BENS SEMOVENTES;Incluem-se documentos referentes à baixa de animais por incapacidade, inaptidão, invalidez, morte, sacrifício e aposentadoria.
043;ADMINISTRAÇÃO CONDOMINIAL;Nas subdivisões deste descritor classificam-se documentos referentes aos procedimentos necessários para a administração, o registro e o controle dos bens patrimoniais do órgão e entidade.
043.1;REGISTRO DOS IMÓVEIS;Incluem-se os documentos referentes à identificação e ao registro dos imóveis, tais como: título de propriedade, escrituras, certidões, plantas e projetos arquitetônicos.
043.2;SERVIÇOS DE CONDOMÍNIO;Incluem-se documentos referentes ao pagamento de despesas condominiais dos imóveis. Quanto à documentação normativa, como convenção de condomínio, regulamento interno e atas de assembleias, classificar no código 040.01. Quanto ao pagamento de taxas e tributos, como o imposto predial e territorial urbano e a taxa de incêndio, classificar no código 059.2.
043.3;REINTEGRAÇÃO DE POSSE. REIVINDICAÇÃO DE DOMÍNIO. DESPEJO DE PERMISSIONÁRIO;Incluem-se documentos referentes à reintegração de posse, à reivindicação de domínio e ao despejo de permissionário dos imóveis do órgão e entidade.
043.4;TOMBAMENTO;Incluem-se documentos referentes ao tombamento de imóveis pertencentes ao órgão e entidade, quando estes forem declarados como patrimônio histórico-cultural por instituição competente e responsável por esta atribuição.
043.5;INSPEÇÃO PATRIMONIAL;Incluem-se documentos referentes às inspeções patrimoniais (preventivas e periódicas) realizadas nas propriedades do órgão e entidade, bem como a entrega de notificações sobre as infrações verificadas, como registro de invasões, grilagem, ações de vandalismo, obstrução de passagem, ocupação ilegal, utilização inadequada de imóvel, construção irregular e construção não autorizada.
043.6;MUDANÇA;Nas subdivisões deste descritor classificam-se documentos referentes à transferência de bens materiais do órgão e entidade. Quanto à contratação de serviços de mudanças, classificar no código 034.
043.61;PARA OUTROS IMÓVEIS;Incluem-se documentos referentes à mudança de bens materiais realizada de um imóvel para outro imóvel do órgão e entidade.
043.62;DENTRO DO MESMO IMÓVEL;Incluem-se documentos referentes à mudança de bens materiais realizada dentro do mesmo imóvel do órgão e entidade.
043.7;USO DE DEPENDÊNCIAS;Incluem-se documentos referentes à requisição e utilização, por servidores, de dependências (salas e auditórios) de imóvel do órgão e entidade. Quanto ao uso de dependências do órgão e entidade, por terceiros, mediante cessão e comodato, classificar no código 041.51. Quanto ao uso de dependências do órgão e entidade, por terceiros, mediante locação, arrendamento mercantil (leasing) e sublocação, classificar no código 041.61.
044;ADMINISTRAÇÃO DA FROTA DE VEÍCULOS;Nas subdivisões deste descritor classificam-se documentos referentes aos procedimentos necessários para a administração e o controle de uso dos veículos do órgão e entidade.
044.1;CADASTRAMENTO, LICENCIAMENTO E EMPLACAMENTO;Incluem-se documentos referentes ao cadastramento, licenciamento e emplacamento de veículos. Quanto ao pagamento de taxas e tributos dos veículos, como o imposto sobre a propriedade de veículos automotores, classificar no código 059.2.
044.2;TOMBAMENTO;Incluem-se documentos referentes ao tombamento de veículos, pertencentes ao órgão e entidade, quando se tornam peças de exposição.
044.3;OCORRÊNCIA DE SINISTROS;Incluem-se documentos referentes a acidentes, eventos inesperados e não premeditados ocorridos com veículos pertencentes ao órgão e entidade e com veículos locados, tais como: colisão, incêndio, roubo, furto, enchente e alagamento. Quanto à ocorrência de sinistros em imóveis do órgão e entidade, classificar no código 046.3.
044.4;CONTROLE DE USO;Incluem-se documentos referentes ao controle e a utilização de veículos, bem como aqueles referentes à requisição e autorização para uso, dentro e fora do horário de expediente. Quanto ao controle de entrada e saída de veículos de visitantes e prestadores de serviço, classificar no código 046.4.
044.5;ESTACIONAMENTO. GARAGEM;Incluem-se documentos referentes à utilização de estacionamento e garagem, do órgão e entidade, por veículos oficiais e por veículos dos servidores. Quanto ao controle de entrada e saída de veículos de visitantes e de prestadores de serviço, classificar no código 046.4.
044.6;NOTIFICAÇÕES DE INFRAÇÕES E MULTAS;Incluem-se documentos referentes às infrações de trânsito e multas relativas aos veículos pertencentes ao órgão e entidade e aos veículos locados, bem como aqueles referentes às sindicâncias instauradas.
045;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS;Nas subdivisões deste descritor classificam-se documentos referentes à contratação de empresas terceirizadas para a realização de fornecimento de serviços públicos essenciais, de manutenção e reparo das instalações, de execução de obras, de vigilância patrimonial, de abastecimento e manutenção de veículos e de assistência veterinária e adestramento de animais a serem prestados sob o regime de execução indireta, tais como: planejamento da contratação (estudos preliminares, gerenciamento de riscos e termo de referência ou projeto básico), divulgação (publicação de editais), seleção do fornecedor (adjudicação, homologação, formalização e publicação do contrato), indicação e designação do gestor e dos fiscais da execução do contrato para acompanhamento, fiscalização (técnica, administrativa, setorial e pelo público usuário), avaliação e aferição dos resultados previstos na contratação e demais documentos comprobatórios da prestação dos serviços, relatórios, notas fiscais e faturas. Nota: A contratação de prestação de serviços poderá ocorrer nas modalidades de licitação (convite, tomada de preços, concorrência, leilão, concurso e pregão), dispensa de licitação e inexigibilidade de licitação.
045.01;SEGURO PATRIMONIAL;Incluem-se documentos referentes à contratação de seguro patrimonial para os bens imóveis, veículos e bens semoventes. Quanto aos seguros destinados aos servidores, classificar no código 023.91. Quanto aos seguros destinados ao transporte de material, classificar no código 034.
045.1;FORNECIMENTO DE SERVIÇOS PÚBLICOS ESSENCIAIS;Nas subdivisões deste descritor classificam-se documentos referentes à contratação de empresas concessionárias de serviços públicos essenciais.
045.11;ÁGUA E ESGOTAMENTO SANITÁRIO;Incluem-se documentos referentes ao serviço contratado para fornecimento de água e esgotamento sanitário.
045.12;GÁS;Incluem-se documentos referentes ao serviço contratado para fornecimento de gás. Quanto à aquisição de gás e outros materiais engarrafados de uso industrial, para tratamento de água, iluminação e uso médico, bem como gases nobres para uso em laboratório científico, classificar no código 031.12.
045.13;ENERGIA ELÉTRICA;Incluem-se documentos referentes ao serviço contratado para fornecimento de energia elétrica.
045.2;MANUTENÇÃO E REPARO DAS INSTALAÇÕES;Nas subdivisões deste descritor classificam-se documentos referentes à contratação de empresas terceirizadas para a execução de serviços de manutenção e reparo das instalações. Quanto à instalação, conservação e reparo dos sistemas eletrônicos de monitoramento e vigilância, classificar no código 034.
045.21;ELEVADORES;Incluem-se documentos referentes ao serviço contratado para manutenção e reparo de elevadores.
045.22;SISTEMAS CENTRAIS DE AR-CONDICIONADO;Incluem-se documentos referentes à manutenção e reparo de sistemas centrais de ar-condicionado. Quanto à contratação de serviços de manutenção e reparo de aparelho de arcondicionado (portátil, de janela e split) e de climatizadores, classificar no código 034.
045.23;SUBESTAÇÕES ELÉTRICAS E GERADORES;Incluem-se documentos referentes à manutenção e reparo de subestações elétricas e geradores de energia elétrica.
045.24;CONSERVAÇÃO PREDIAL;Incluem-se documentos referentes à manutenção básica das instalações, serviços de limpeza (pisos, paredes e cisternas), jardinagem, imunização, desinfestação, dedetização, manutenção de portões, troca de fechaduras e conserto de torneiras.
045.3;EXECUÇÃO DE OBRAS;Nas subdivisões deste descritor classificam-se documentos referentes à contratação de empresas terceirizadas para a execução de obras em bens imóveis do órgão e entidade, bem como aqueles referentes à prestação de consultoria para a realização de obras.
045.31;CONSTRUÇÃO;Incluem-se documentos referentes às obras para a construção de imóveis.
045.32;REFORMA. RECUPERAÇÃO. RESTAURAÇÃO;Incluem-se documentos referentes à troca de piso, reforma de sala, recuperação de rampa de acesso, restauração da fachada, troca de encanamento, troca de fiação elétrica, pintura interna e externa e impermeabilizaçã o de telhado.
045.33;ADAPTAÇÃO DE USO;Incluem-se documentos referentes às obras de adaptação de uso de imóveis, tombado ou não, inclusive para acessibilidade.
045.4;VIGILÂNCIA PATRIMONIAL;Incluem-se documentos referentes a contratação de empresas terceirizadas para a execução de serviços de guarda e segurança patrimonial e de brigada de incêndio (bombeiro profissional civil). Quanto à contratação de bombeiro profissional civil como autônomo (pessoa física), classificar no código 029.5. Quanto à constituição de brigada voluntária de incêndio, classificar no código 046.12. Quanto ao funcionamento de sistemas eletrônicos de monitoramento e vigilância, classificar no código 046.2.
045.5;ABASTECIMENTO E MANUTENÇÃO DE VEÍCULOS;Incluem-se documentos referentes à contratação de empresas terceirizadas para fornecimento de serviços de abastecimento, conservação, manutenção, reparo, adaptação, limpeza e instalação destinados aos veículos do órgão e entidade. Quanto à aquisição de combustíveis, lubrificantes e peças de reposição de forma isolada, classificar no código 031.12.
045.6;ASSISTÊNCIA VETERINÁRIA;Incluem-se documentos referentes à contratação de empresas terceirizadas para o fornecimento de serviços de medicina veterinária, como vacinação, vermifugação, esterilização ou castração, consultas e cirurgias.
045.7;ADESTRAMENTO;Incluem-se documentos referentes à contratação de empresas terceirizadas para a execução de serviços de adestramento de animais de trabalho, como cães farejadores e cavalos de montaria.
046;PROTEÇÃO, GUARDA E SEGURANÇA PATRIMONIAL;Nas subdivisões deste descritor classificam-se documentos referentes às atividades para proteção, guarda e segurança das dependências do órgão e entidade.
046.1;PREVENÇÃO DE INCÊNDIO;Nas subdivisões deste descritor classificam-se documentos referentes ao treinamento de pessoal, instalação e manutenção de extintores, inspeções periódicas dos equipamentos de combate a incêndio e constituição de brigadas voluntárias de incêndio.
046.11;PLANEJAMENTO, ELABORAÇÃO E ACOMPANHAMENTO DE PROJETOS;Incluem-se documentos referentes ao planejamento, à elaboração e à execução de projetos para a prevenção de incêndios, bem como os relatórios de acompanhamento.
046.12;CONSTITUIÇÃO DE BRIGADA VOLUNTÁRIA;Incluem-se documentos referentes à constituição de brigada de incêndio, composta por servidores que se apresentam como voluntários. Quanto à contratação de bombeiro profissional civil como autônomo (pessoa física), classificar no código 029.5. Quanto à contratação de empresa terceirizada para execução de serviços de brigada de incêndio (bombeiro profissional civil), classificar no có digo 045.4.
046.13;INSTALAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE COMBATE A INCÊNDIO;Incluem-se documentos referentes à instalação e à manutenção de equipamentos e sistemas de combate a incêndio, como extintores, mangueiras, machados, luvas e capacetes.
046.2;MONITORAMENTO. VIGILÂNCIA;Incluem-se documentos referentes ao funcionamento de sistemas eletrônicos de monitoramento e vigilância que utilizam câmeras de circuitos fechados de televisão, instalados nas dependências do órgão e entidade, bem como as gravações resultantes do mesmo. Quanto à instalação, conservação e reparo dos equipamentos, classificar no código 034. Quanto à contratação de empresa terceirizada para execução de serviços de guarda e segurança patrimonial, classificar no código 045.4.
046.3;OCORRÊNCIA DE SINISTROS;Incluem-se documentos referentes às vistorias, sindicâncias e perícias técnicas relativas ao arrombamento, incêndio, explosão, vandalismo e danos causados por intempéries (raio, vendaval e granizo) em imóveis do órgão e entidade. Quanto ao extravio, roubo, desaparecimento, furto e avaria de material permanente e de consumo, classificar no código 033.6. Quanto à ocorrência de sinistros em veículos do órgão e entidade, classificar no código 044.3. Quanto ao controle das áreas de armazenamento, classificar no có digo 064.2.
046.4;CONTROLE DE PORTARIA;Incluem-se documentos referentes ao controle de entrada e saída de pessoas, materiais, veículos, visitantes e prestadores de serviço, à permissão para entrada e permanência fora do horário de expediente, ao controle de entrega e devolução de chaves e ao registro de ocorrências. Quanto ao controle de uso de veículos, classificar no código 044.4. Quanto à utilização de estacionamento e garagem, do órgão e entidade, por veículos oficiais e por veículos dos servidores, classificar no código 044.5.
047;CONTROLE DE BENS PATRIMONIAIS;Nas subdivisões deste descritor classificam-se documentos referentes ao acompanhamento e ao controle de bens patrimoniais, que subsidiam a elaboração dos inventários.
047.01;COMISSÃO DE INVENTÁRIO;Incluem-se os documentos referentes à constituição das comissões de inventário, bem como aqueles referentes à definição dos procedimentos para a realização dos mesmos.
047.1;INVENTÁRIO DE BENS IMÓVEIS;Incluem-se documentos referentes ao levantamento da situação dos imóveis que se encontram em uso e à verificação da disponibilidade dos imóveis do órgão e entidade, bem como aqueles referentes à emissão de relatórios.
047.2;INVENTÁRIO DE VEÍCULOS;Incluem-se documentos referentes ao levantamento da situação dos veículos que se encontram em uso e à verificação da disponibilidade dos veículos do órgão e entidade, bem como aqueles referentes à emissão de relatórios.
047.3;INVENTÁRIO DE BENS SEMOVENTES;Incluem-se documentos referentes ao levantamento dos animais que se encontram em uso e à verificação da disponibilidade dos animais do órgão e entidade, bem como aqueles referentes à emissão de relatórios.
049;OUTRAS AÇÕES REFERENTES À GESTÃO DE BENS PATRIMONIAIS E DE SERVIÇOS;Nas subdivisões deste grupo classificam-se documentos referentes a outras ações de gestão de bens patrimoniais não contempladas nos descritores anteriores.
049.1;RACIONALIZAÇÃO DO USO DE BENS E SERVIÇOS;Nas subdivisões deste descritor classificam-se documentos referentes à criação, designação, gestão, divulgação e resultados da atuação de grupos de estudo e de comissões de racionalização do uso dos bens patrimoniais e dos serviços públicos essenciais, como redução de uso de veículo oficial e a economia de água e de energia elétrica.
049.11;CRIAÇÃO E ATUAÇÃO DE GRUPOS DE TRABALHO;Incluem-se documentos referentes à criação de grupos de trabalho e comissões de racionalização do uso de bens e serviços, aos registros das deliberações e às tomadas de decisão definidas nas reuniões, tais como: ato de instituição, regras para atuação, designação e substituição de membros, resoluções, atas e relatórios.
049.12;OPERACIONALIZAÇÃO DE REUNIÕES;Incluem-se documentos referentes à organização das reuniões dos grupos de trabalhos e das comissões de racionalização do uso de bens e serviços, bem como os referentes ao agendamento, convocação, pauta e lista de participantes.
050;GESTÃO ORÇAMENTÁRIA E FINANCEIRA;Esta subclasse contempla documentos referentes às atividades de programação e elaboração do orçamento, à gestão e execução orçamentária e financeira, às operações bancárias e ao controle externo das atividades financeiras do órgão e entidade.
050.01;NORMATIZAÇÃO. REGULAMENTAÇÃO;Incluem-se documentos referentes às determinações legais, aos atos e instruções normativas, aos procedimentos operacionais e às decisões de caráter geral sobre a gestão do orçamento e das finanças do órgão e entidade.
050.02;CONFORMIDADE DE REGISTRO DE GESTÃO;Incluem-se documentos referentes à conformidade diária e à conformidade de suporte documental, bem como aqueles que comprovam e dão suporte às operações registradas. Quanto à consolidação dos registros contábeis, classificar em 052.23.
